Year,Surface Water Temp,Reservoir,Watershed,Type,Month
1993,28.63911667,CHL,Ag_No_Strat,Ag,July
1994,27.65235,CHL,Ag_No_Strat,Ag,July
1995,26.883975,CHL,Ag_No_Strat,Ag,July
1996,26.237175,CHL,Ag_No_Strat,Ag,July
1997,27.56731,CHL,Ag_No_Strat,Ag,July
1998,28.34295,CHL,Ag_No_Strat,Ag,July
1999,28.89745,CHL,Ag_No_Strat,Ag,July
2000,26.8686,CHL,Ag_No_Strat,Ag,July
2001,28.5481,CHL,Ag_No_Strat,Ag,July
2002,28.71688333,CHL,Ag_No_Strat,Ag,July
2003,26.40235,CHL,Ag_No_Strat,Ag,July
2004,26.3763,CHL,Ag_No_Strat,Ag,July
2005,26.975,CHL,Ag_No_Strat,Ag,July
2006,26.18525,CHL,Ag_No_Strat,Ag,July
2007,26.92501667,CHL,Ag_No_Strat,Ag,July
2008,26.29295,CHL,Ag_No_Strat,Ag,July
2009,26.49978333,CHL,Ag_No_Strat,Ag,July
2010,28.42885,CHL,Ag_No_Strat,Ag,July
2014,24.89555,CHL,Ag_No_Strat,Ag,July
2015,25.7968,CHL,Ag_No_Strat,Ag,July
2016,28.03525,CHL,Ag_No_Strat,Ag,July
2017,28.04278333,CHL,Ag_No_Strat,Ag,July
2018,27.90045,CHL,Ag_No_Strat,Ag,July
1989,27.75055,CMR,Ag_No_Strat,Ag,July
1990,27.54135,CMR,Ag_No_Strat,Ag,July
1991,27.8515,CMR,Ag_No_Strat,Ag,July
1992,25.6559,CMR,Ag_No_Strat,Ag,July
1993,27.7114,CMR,Ag_No_Strat,Ag,July
1994,28.60036667,CMR,Ag_No_Strat,Ag,July
1995,27.575,CMR,Ag_No_Strat,Ag,July
1996,26.08003333,CMR,Ag_No_Strat,Ag,July
1997,28.0589,CMR,Ag_No_Strat,Ag,July
1998,27.71776667,CMR,Ag_No_Strat,Ag,July
1999,29.9129,CMR,Ag_No_Strat,Ag,July
2000,27.5423,CMR,Ag_No_Strat,Ag,July
2001,27.8338,CMR,Ag_No_Strat,Ag,July
2002,30.4619,CMR,Ag_No_Strat,Ag,July
2003,26.9059,CMR,Ag_No_Strat,Ag,July
2004,26.7596,CMR,Ag_No_Strat,Ag,July
2005,28.5555,CMR,Ag_No_Strat,Ag,July
2006,28.8827,CMR,Ag_No_Strat,Ag,July
2007,27.8835,CMR,Ag_No_Strat,Ag,July
2008,27.2511,CMR,Ag_No_Strat,Ag,July
2009,26.21776667,CMR,Ag_No_Strat,Ag,July
2010,28.38145,CMR,Ag_No_Strat,Ag,July
2016,30.4335,CMR,Ag_No_Strat,Ag,July
2017,27.3129,CMR,Ag_No_Strat,Ag,July
2018,29.53315,CMR,Ag_No_Strat,Ag,July
1989,27.247475,CRR,Forest,Ag,July
1990,27.07005,CRR,Forest,Ag,July
1991,27.82601,CRR,Forest,Ag,July
1992,26.96675,CRR,Forest,Ag,July
1993,28.970875,CRR,Forest,Ag,July
1994,27.309175,CRR,Forest,Ag,July
1995,27.7133,CRR,Forest,Ag,July
1996,27.24803,CRR,Forest,Ag,July
1997,27.91729,CRR,Forest,Ag,July
1998,27.51755,CRR,Forest,Ag,July
1999,28.21867,CRR,Forest,Ag,July
2000,27.460775,CRR,Forest,Ag,July
2001,27.55061667,CRR,Forest,Ag,July
2002,28.46399,CRR,Forest,Ag,July
2003,27.36675,CRR,Forest,Ag,July
2004,27.26059,CRR,Forest,Ag,July
2005,27.28875,CRR,Forest,Ag,July
2006,27.616625,CRR,Forest,Ag,July
2007,26.07335,CRR,Forest,Ag,July
2008,26.25115,CRR,Forest,Ag,July
2009,25.4117,CRR,Forest,Ag,July
2010,29.040025,CRR,Forest,Ag,July
2014,28.50025,CRR,Forest,Ag,July
2016,28.58981667,CRR,Forest,Ag,July
2017,27.7601,CRR,Forest,Ag,July
2018,28.899075,CRR,Forest,Ag,July
1989,26.85725714,EFR,Ag_Strat,Ag,July
1990,26.85944,EFR,Ag_Strat,Ag,July
1991,27.19266667,EFR,Ag_Strat,Ag,July
1992,25.9808,EFR,Ag_Strat,Ag,July
1993,28.474,EFR,Ag_Strat,Ag,July
1994,28.02786667,EFR,Ag_Strat,Ag,July
1995,27.2293,EFR,Ag_Strat,Ag,July
1996,26.12246667,EFR,Ag_Strat,Ag,July
1997,28.8087,EFR,Ag_Strat,Ag,July
1998,27.6361,EFR,Ag_Strat,Ag,July
1999,28.806,EFR,Ag_Strat,Ag,July
2000,26.59746667,EFR,Ag_Strat,Ag,July
2001,27.1692,EFR,Ag_Strat,Ag,July
2002,28.43752,EFR,Ag_Strat,Ag,July
2003,27.4216,EFR,Ag_Strat,Ag,July
2004,25.8082,EFR,Ag_Strat,Ag,July
2005,29.1529,EFR,Ag_Strat,Ag,July
2006,29.8745,EFR,Ag_Strat,Ag,July
2007,26.48984,EFR,Ag_Strat,Ag,July
2008,26.8842,EFR,Ag_Strat,Ag,July
2009,25.5385,EFR,Ag_Strat,Ag,July
2010,28.813,EFR,Ag_Strat,Ag,July
2012,28.0568,EFR,Ag_Strat,Ag,July
2013,27.5184,EFR,Ag_Strat,Ag,July
2014,26.5548,EFR,Ag_Strat,Ag,July
2015,28.6204,EFR,Ag_Strat,Ag,July
2016,27.2028,EFR,Ag_Strat,Ag,July
2017,26.5568,EFR,Ag_Strat,Ag,July
2018,28.5824,EFR,Ag_Strat,Ag,July
1989,26.2852,GRR,Ag_Strat,Ag,July
1990,26.4184,GRR,Ag_Strat,Ag,July
1991,27.3716,GRR,Ag_Strat,Ag,July
1992,25.1768,GRR,Ag_Strat,Ag,July
1993,29.4375,GRR,Ag_Strat,Ag,July
1994,27.95986667,GRR,Ag_Strat,Ag,July
1995,28.9352,GRR,Ag_Strat,Ag,July
1996,27.4116,GRR,Ag_Strat,Ag,July
1997,29.3661,GRR,Ag_Strat,Ag,July
1998,28.92173333,GRR,Ag_Strat,Ag,July
1999,28.83232,GRR,Ag_Strat,Ag,July
2000,27.4152,GRR,Ag_Strat,Ag,July
2001,27.5884,GRR,Ag_Strat,Ag,July
2002,29.21768,GRR,Ag_Strat,Ag,July
2003,27.67128,GRR,Ag_Strat,Ag,July
2004,27.7384,GRR,Ag_Strat,Ag,July
2005,28.1924,GRR,Ag_Strat,Ag,July
2006,28.008,GRR,Ag_Strat,Ag,July
2007,27.30386667,GRR,Ag_Strat,Ag,July
2008,27.5911,GRR,Ag_Strat,Ag,July
2009,26.4643,GRR,Ag_Strat,Ag,July
2010,29.4942,GRR,Ag_Strat,Ag,July
2011,29.2972,GRR,Ag_Strat,Ag,July
2014,25.9868,GRR,Ag_Strat,Ag,July
2016,29.375,GRR,Ag_Strat,Ag,July
2017,29.679,GRR,Ag_Strat,Ag,July
2018,29.26056,GRR,Ag_Strat,Ag,July
1989,25.83115,HTR,Ag_No_Strat,Ag,July
1990,24.86056667,HTR,Ag_No_Strat,Ag,July
1991,26.9627,HTR,Ag_No_Strat,Ag,July
1992,24.0123,HTR,Ag_No_Strat,Ag,July
1995,24.6875,HTR,Ag_No_Strat,Ag,July
1996,24.9615,HTR,Ag_No_Strat,Ag,July
1997,24.97286,HTR,Ag_No_Strat,Ag,July
1998,27.8373,HTR,Ag_No_Strat,Ag,July
1999,27.0389,HTR,Ag_No_Strat,Ag,July
2000,26.1615,HTR,Ag_No_Strat,Ag,July
2001,26.9381,HTR,Ag_No_Strat,Ag,July
2002,27.6742,HTR,Ag_No_Strat,Ag,July
2003,25.1151,HTR,Ag_No_Strat,Ag,July
2004,25.4274,HTR,Ag_No_Strat,Ag,July
2005,27.8615,HTR,Ag_No_Strat,Ag,July
2006,27.2996,HTR,Ag_No_Strat,Ag,July
2007,27.0659,HTR,Ag_No_Strat,Ag,July
2008,26.4623,HTR,Ag_No_Strat,Ag,July
2009,24.925,HTR,Ag_No_Strat,Ag,July
2010,28.4119,HTR,Ag_No_Strat,Ag,July
2016,24.8234,HTR,Ag_No_Strat,Ag,July
2017,26.00236667,HTR,Ag_No_Strat,Ag,July
2018,26.8127,HTR,Ag_No_Strat,Ag,July
1989,26.7625,MNR,Forest,For,July
1990,25.8393,MNR,Forest,For,July
1991,27.6774,MNR,Forest,For,July
1992,25.7964,MNR,Forest,For,July
1993,29.5059,MNR,Forest,For,July
1994,27.6877,MNR,Forest,For,July
1995,26.8917,MNR,Forest,For,July
1996,26.2907,MNR,Forest,For,July
1997,28.30166,MNR,Forest,For,July
1998,27.67786,MNR,Forest,For,July
1999,28.2869,MNR,Forest,For,July
2000,28,MNR,Forest,For,July
2001,27.56545,MNR,Forest,For,July
2002,29.04642,MNR,Forest,For,July
2003,27.02973333,MNR,Forest,For,July
2004,27.0445,MNR,Forest,For,July
2005,28.3625,MNR,Forest,For,July
2006,28.57423333,MNR,Forest,For,July
2007,27.00715,MNR,Forest,For,July
2008,27.0446,MNR,Forest,For,July
2009,26.1131,MNR,Forest,For,July
2010,29.06466667,MNR,Forest,For,July
2015,26.5631,MNR,Forest,For,July
2016,26.8227,MNR,Forest,For,July
2017,27.70585,MNR,Forest,For,July
2018,30.2301,MNR,Forest,For,July
1989,25.3515,MSR,Ag_No_Strat,Ag,July
1990,24.0705,MSR,Ag_No_Strat,Ag,July
1991,27.0995,MSR,Ag_No_Strat,Ag,July
1992,23.20125,MSR,Ag_No_Strat,Ag,July
1993,25.93275,MSR,Ag_No_Strat,Ag,July
1994,25.3425,MSR,Ag_No_Strat,Ag,July
1995,26.0739,MSR,Ag_No_Strat,Ag,July
1996,25.3357,MSR,Ag_No_Strat,Ag,July
1997,26.3157,MSR,Ag_No_Strat,Ag,July
1998,27.1825,MSR,Ag_No_Strat,Ag,July
1999,27.4095,MSR,Ag_No_Strat,Ag,July
2000,24.9105,MSR,Ag_No_Strat,Ag,July
2001,28.0905,MSR,Ag_No_Strat,Ag,July
2002,27.53416667,MSR,Ag_No_Strat,Ag,July
2003,25.6005,MSR,Ag_No_Strat,Ag,July
2004,25.1145,MSR,Ag_No_Strat,Ag,July
2005,27.968,MSR,Ag_No_Strat,Ag,July
2006,26.28416667,MSR,Ag_No_Strat,Ag,July
2007,25.856,MSR,Ag_No_Strat,Ag,July
2008,25.461,MSR,Ag_No_Strat,Ag,July
2009,24.33,MSR,Ag_No_Strat,Ag,July
2010,28.4175,MSR,Ag_No_Strat,Ag,July
2016,27.255,MSR,Ag_No_Strat,Ag,July
2017,26.36683333,MSR,Ag_No_Strat,Ag,July
2018,26.818,MSR,Ag_No_Strat,Ag,July
1989,26.86835,NRR,Ag_No_Strat,Ag,July
1990,27.39945,NRR,Ag_No_Strat,Ag,July
1991,29.45055,NRR,Ag_No_Strat,Ag,July
1992,26.5039,NRR,Ag_No_Strat,Ag,July
1993,29.057225,NRR,Ag_No_Strat,Ag,July
1994,27.21391667,NRR,Ag_No_Strat,Ag,July
1995,26.14835,NRR,Ag_No_Strat,Ag,July
1996,24.79633,NRR,Ag_No_Strat,Ag,July
1997,25.2328,NRR,Ag_No_Strat,Ag,July
1998,23.5914,NRR,Ag_No_Strat,Ag,July
1999,29.31855909,NRR,Ag_No_Strat,Ag,July
2000,27.74281667,NRR,Ag_No_Strat,Ag,July
2001,27.99523,NRR,Ag_No_Strat,Ag,July
2002,29.48165,NRR,Ag_No_Strat,Ag,July
2003,28.00881667,NRR,Ag_No_Strat,Ag,July
2004,27.73275,NRR,Ag_No_Strat,Ag,July
2005,28.890825,NRR,Ag_No_Strat,Ag,July
2006,28.74835,NRR,Ag_No_Strat,Ag,July
2007,27.47523,NRR,Ag_No_Strat,Ag,July
2008,27.05428333,NRR,Ag_No_Strat,Ag,July
2009,26.94881,NRR,Ag_No_Strat,Ag,July
2010,29.16835,NRR,Ag_No_Strat,Ag,July
2016,29.1633,NRR,Ag_No_Strat,Ag,July
2017,29.24335,NRR,Ag_No_Strat,Ag,July
2018,29.33945,NRR,Ag_No_Strat,Ag,July
1989,27.32673333,PRR,Forest,For,July
1990,27.3308,PRR,Forest,For,July
1991,30.07753333,PRR,Forest,For,July
1992,27.1884,PRR,Forest,For,July
1993,30.76206667,PRR,Forest,For,July
1994,27.73953333,PRR,Forest,For,July
1995,27.35113333,PRR,Forest,For,July
1996,27.4808,PRR,Forest,For,July
1997,28.11206667,PRR,Forest,For,July
1998,28.0686,PRR,Forest,For,July
1999,29.6416,PRR,Forest,For,July
2000,28.1442,PRR,Forest,For,July
2001,28.3483,PRR,Forest,For,July
2002,29.6242,PRR,Forest,For,July
2003,28.03604,PRR,Forest,For,July
2004,27.4785,PRR,Forest,For,July
2005,28.6654,PRR,Forest,For,July
2006,28.5968,PRR,Forest,For,July
2007,27.4619,PRR,Forest,For,July
2008,27.10793333,PRR,Forest,For,July
2009,25.5567,PRR,Forest,For,July
2010,31.82628,PRR,Forest,For,July
2015,26.229,PRR,Forest,For,July
2016,29.23526667,PRR,Forest,For,July
2017,28.7058,PRR,Forest,For,July
2018,27.69933333,PRR,Forest,For,July
1989,28.28884,RRR,Ag_Strat,Ag,July
1990,27.4718,RRR,Ag_Strat,Ag,July
1991,30.0882,RRR,Ag_Strat,Ag,July
1992,28.2836,RRR,Ag_Strat,Ag,July
1994,28.50353333,RRR,Ag_Strat,Ag,July
1995,28.8854,RRR,Ag_Strat,Ag,July
1996,28.62164,RRR,Ag_Strat,Ag,July
1997,28.8047,RRR,Ag_Strat,Ag,July
1998,28.5262,RRR,Ag_Strat,Ag,July
1999,29.91494286,RRR,Ag_Strat,Ag,July
2000,28.0754,RRR,Ag_Strat,Ag,July
2001,28.253,RRR,Ag_Strat,Ag,July
2002,29.4717,RRR,Ag_Strat,Ag,July
2003,28.0806,RRR,Ag_Strat,Ag,July
2004,27.61006667,RRR,Ag_Strat,Ag,July
2005,28.4656,RRR,Ag_Strat,Ag,July
2006,29.659,RRR,Ag_Strat,Ag,July
2007,28.5142,RRR,Ag_Strat,Ag,July
2008,28.3906,RRR,Ag_Strat,Ag,July
2009,25.9602,RRR,Ag_Strat,Ag,July
2010,30.0176,RRR,Ag_Strat,Ag,July
2015,28.0418,RRR,Ag_Strat,Ag,July
2016,27.9918,RRR,Ag_Strat,Ag,July
2017,29.4902,RRR,Ag_Strat,Ag,July
2018,29.4684,RRR,Ag_Strat,Ag,July
1989,26.58501,SRR,Ag_No_Strat,Ag,July
1990,25.31971,SRR,Ag_No_Strat,Ag,July
1991,27.41559,SRR,Ag_No_Strat,Ag,July
1992,23.616925,SRR,Ag_No_Strat,Ag,July
1993,26.59045,SRR,Ag_No_Strat,Ag,July
1995,26.95295,SRR,Ag_No_Strat,Ag,July
1996,24.630875,SRR,Ag_No_Strat,Ag,July
1997,25.89501,SRR,Ag_No_Strat,Ag,July
1998,25.85441667,SRR,Ag_No_Strat,Ag,July
1999,31.67945,SRR,Ag_No_Strat,Ag,July
2000,28.18675,SRR,Ag_No_Strat,Ag,July
2001,28.15295,SRR,Ag_No_Strat,Ag,July
2002,27.47108333,SRR,Ag_No_Strat,Ag,July
2003,25.04951667,SRR,Ag_No_Strat,Ag,July
2004,24.1265,SRR,Ag_No_Strat,Ag,July
2005,26.6441,SRR,Ag_No_Strat,Ag,July
2006,27.25541667,SRR,Ag_No_Strat,Ag,July
2007,24.98975,SRR,Ag_No_Strat,Ag,July
2008,25.29068333,SRR,Ag_No_Strat,Ag,July
2009,24.09415,SRR,Ag_No_Strat,Ag,July
2010,28.5015,SRR,Ag_No_Strat,Ag,July
2012,28.18375,SRR,Ag_No_Strat,Ag,July
2013,24.20155,SRR,Ag_No_Strat,Ag,July
2016,27.94855,SRR,Ag_No_Strat,Ag,July
2017,25.8515,SRR,Ag_No_Strat,Ag,July
2018,26.29855,SRR,Ag_No_Strat,Ag,July
1989,27.73998,TAR,Ag_Strat,Ag,July
1990,26.64314,TAR,Ag_Strat,Ag,July
1991,28.54894,TAR,Ag_Strat,Ag,July
1992,27.0309,TAR,Ag_Strat,Ag,July
1993,29.05065,TAR,Ag_Strat,Ag,July
1994,29.02895,TAR,Ag_Strat,Ag,July
1995,28.05265,TAR,Ag_Strat,Ag,July
1996,27.11158,TAR,Ag_Strat,Ag,July
1997,27.45106,TAR,Ag_Strat,Ag,July
1998,28.39735,TAR,Ag_Strat,Ag,July
1999,29.53582,TAR,Ag_Strat,Ag,July
2000,27.45173333,TAR,Ag_Strat,Ag,July
2001,27.41183333,TAR,Ag_Strat,Ag,July
2002,29.74526,TAR,Ag_Strat,Ag,July
2003,28.0184,TAR,Ag_Strat,Ag,July
2004,27.4654,TAR,Ag_Strat,Ag,July
2005,29.11185,TAR,Ag_Strat,Ag,July
2006,28.73225,TAR,Ag_Strat,Ag,July
2007,27.12842,TAR,Ag_Strat,Ag,July
2008,27.36846667,TAR,Ag_Strat,Ag,July
2009,25.54823333,TAR,Ag_Strat,Ag,July
2010,30.4908,TAR,Ag_Strat,Ag,July
2011,31.24865,TAR,Ag_Strat,Ag,July
2012,29.9443,TAR,Ag_Strat,Ag,July
2014,25.5025,TAR,Ag_Strat,Ag,July
2016,30.0842,TAR,Ag_Strat,Ag,July
2017,28.8829,TAR,Ag_Strat,Ag,July
2018,28.27196667,TAR,Ag_Strat,Ag,July
1989,26.83358,BHR,Forest,For,August
1990,26.9803,BHR,Forest,For,August
1991,27.56425,BHR,Forest,For,August
1992,26.2161,BHR,Forest,For,August
1993,28.01782,BHR,Forest,For,August
1994,26.92498,BHR,Forest,For,August
1995,29.4293,BHR,Forest,For,August
1996,27.18934,BHR,Forest,For,August
1997,27.48215,BHR,Forest,For,August
1998,28.1999,BHR,Forest,For,August
1999,28.19403333,BHR,Forest,For,August
2000,27.6036,BHR,Forest,For,August
2001,29.2713,BHR,Forest,For,August
2002,28.0249,BHR,Forest,For,August
2003,28.45576667,BHR,Forest,For,August
2004,27.08794,BHR,Forest,For,August
2005,29.22135,BHR,Forest,For,August
2006,28.4036,BHR,Forest,For,August
2007,28.3965,BHR,Forest,For,August
2008,26.6537,BHR,Forest,For,August
2009,26.4571,BHR,Forest,For,August
2010,28.14403333,BHR,Forest,For,August
2012,27.9677,BHR,Forest,For,August
2015,28.3749,BHR,Forest,For,August
2016,28.7642,BHR,Forest,For,August
2017,27.3929,BHR,Forest,For,August
2018,27.8215,BHR,Forest,For,August
1989,27.6095,BRR,Ag_Strat,Ag,August
1990,27.886,BRR,Ag_Strat,Ag,August
1991,28.0375,BRR,Ag_Strat,Ag,August
1992,26.234,BRR,Ag_Strat,Ag,August
1993,28.678,BRR,Ag_Strat,Ag,August
1994,26.929,BRR,Ag_Strat,Ag,August
1995,29.622,BRR,Ag_Strat,Ag,August
1996,27.7625,BRR,Ag_Strat,Ag,August
1997,26.9765,BRR,Ag_Strat,Ag,August
1998,28.434,BRR,Ag_Strat,Ag,August
1999,28.498,BRR,Ag_Strat,Ag,August
2000,27.8336,BRR,Ag_Strat,Ag,August
2001,29.01,BRR,Ag_Strat,Ag,August
2002,30.0205,BRR,Ag_Strat,Ag,August
2003,28.788,BRR,Ag_Strat,Ag,August
2004,26.682,BRR,Ag_Strat,Ag,August
2005,29.456,BRR,Ag_Strat,Ag,August
2006,29.2644,BRR,Ag_Strat,Ag,August
2007,29.936,BRR,Ag_Strat,Ag,August
2008,27.4015,BRR,Ag_Strat,Ag,August
2009,27.2712,BRR,Ag_Strat,Ag,August
2010,30.0952,BRR,Ag_Strat,Ag,August
2011,29.866,BRR,Ag_Strat,Ag,August
2014,28.026,BRR,Ag_Strat,Ag,August
2015,28.183,BRR,Ag_Strat,Ag,August
2016,28.857,BRR,Ag_Strat,Ag,August
2017,28.246,BRR,Ag_Strat,Ag,August
2018,28.862,BRR,Ag_Strat,Ag,August
1989,25.0188,BVR,Ag_Strat,Ag,August
1990,26.64064286,BVR,Ag_Strat,Ag,August
1991,25.3598,BVR,Ag_Strat,Ag,August
1992,23.9376,BVR,Ag_Strat,Ag,August
1993,26.0401,BVR,Ag_Strat,Ag,August
1995,28.88085,BVR,Ag_Strat,Ag,August
1996,26.7259,BVR,Ag_Strat,Ag,August
1997,27.6848,BVR,Ag_Strat,Ag,August
1998,27.45863333,BVR,Ag_Strat,Ag,August
1999,26.7625,BVR,Ag_Strat,Ag,August
2000,25.53435,BVR,Ag_Strat,Ag,August
2001,26.4711,BVR,Ag_Strat,Ag,August
2002,27.75743333,BVR,Ag_Strat,Ag,August
2003,26.92674444,BVR,Ag_Strat,Ag,August
2004,24.96645,BVR,Ag_Strat,Ag,August
2005,27.96302,BVR,Ag_Strat,Ag,August
2006,27.04483333,BVR,Ag_Strat,Ag,August
2007,27.92446,BVR,Ag_Strat,Ag,August
2008,26.41302,BVR,Ag_Strat,Ag,August
2009,27.0687,BVR,Ag_Strat,Ag,August
2010,28.62338,BVR,Ag_Strat,Ag,August
2014,25.3331,BVR,Ag_Strat,Ag,August
2015,26.6597,BVR,Ag_Strat,Ag,August
2016,29.16103333,BVR,Ag_Strat,Ag,August
2017,26.6527,BVR,Ag_Strat,Ag,August
2018,28.3313,BVR,Ag_Strat,Ag,August
1989,23.95005,CBR,Ag_No_Strat,Ag,August
1990,24.48808333,CBR,Ag_No_Strat,Ag,August
1991,23.283,CBR,Ag_No_Strat,Ag,August
1992,24.279125,CBR,Ag_No_Strat,Ag,August
1993,25.47925,CBR,Ag_No_Strat,Ag,August
1994,23.94408333,CBR,Ag_No_Strat,Ag,August
1995,27.59645,CBR,Ag_No_Strat,Ag,August
1996,24.6,CBR,Ag_No_Strat,Ag,August
1997,24.162625,CBR,Ag_No_Strat,Ag,August
1998,25.88325,CBR,Ag_No_Strat,Ag,August
1999,25.23315,CBR,Ag_No_Strat,Ag,August
2000,23.979,CBR,Ag_No_Strat,Ag,August
2001,26.2415,CBR,Ag_No_Strat,Ag,August
2002,26.33625,CBR,Ag_No_Strat,Ag,August
2003,25.90685,CBR,Ag_No_Strat,Ag,August
2004,23.60655,CBR,Ag_No_Strat,Ag,August
2005,25.853375,CBR,Ag_No_Strat,Ag,August
2006,26.603625,CBR,Ag_No_Strat,Ag,August
2007,27.0375,CBR,Ag_No_Strat,Ag,August
2008,25.48583333,CBR,Ag_No_Strat,Ag,August
2009,25.18225,CBR,Ag_No_Strat,Ag,August
2010,27.21295,CBR,Ag_No_Strat,Ag,August
2013,24.73125,CBR,Ag_No_Strat,Ag,August
2016,27.14175,CBR,Ag_No_Strat,Ag,August
2017,25.43425,CBR,Ag_No_Strat,Ag,August
2018,25.92525,CBR,Ag_No_Strat,Ag,August
1989,25.21825,CCK,Ag_Strat,Ag,August
1990,25.66175,CCK,Ag_Strat,Ag,August
1991,25.3005,CCK,Ag_Strat,Ag,August
1992,24.71525,CCK,Ag_Strat,Ag,August
1993,26.531,CCK,Ag_Strat,Ag,August
1994,26.001125,CCK,Ag_Strat,Ag,August
1995,29.433125,CCK,Ag_Strat,Ag,August
1996,27.614625,CCK,Ag_Strat,Ag,August
1997,25.795625,CCK,Ag_Strat,Ag,August
1998,26.91958333,CCK,Ag_Strat,Ag,August
1999,26.587,CCK,Ag_Strat,Ag,August
2000,25.20875,CCK,Ag_Strat,Ag,August
2001,26.8825,CCK,Ag_Strat,Ag,August
2002,28.48625,CCK,Ag_Strat,Ag,August
2003,27.475625,CCK,Ag_Strat,Ag,August
2004,24.86525,CCK,Ag_Strat,Ag,August
2005,27.579375,CCK,Ag_Strat,Ag,August
2006,27.981,CCK,Ag_Strat,Ag,August
2007,27.870625,CCK,Ag_Strat,Ag,August
2008,26.154875,CCK,Ag_Strat,Ag,August
2009,23.72453571,CCK,Ag_Strat,Ag,August
2010,27.72345,CCK,Ag_Strat,Ag,August
2016,28.46325,CCK,Ag_Strat,Ag,August
2017,26.15,CCK,Ag_Strat,Ag,August
2018,26.374,CCK,Ag_Strat,Ag,August
1989,27.02335,CFK,Forest,For,August
1990,27.2916,CFK,Forest,For,August
1991,27.124975,CFK,Forest,For,August
1992,26.3667,CFK,Forest,For,August
1993,27.8915,CFK,Forest,For,August
1994,25.59999,CFK,Forest,For,August
1995,29.23333,CFK,Forest,For,August
1996,27.991625,CFK,Forest,For,August
1997,27.0833,CFK,Forest,For,August
1998,27.83345,CFK,Forest,For,August
1999,26.70531667,CFK,Forest,For,August
2000,27.30335,CFK,Forest,For,August
2001,27.4667,CFK,Forest,For,August
2002,28.75005,CFK,Forest,For,August
2003,27.86671667,CFK,Forest,For,August
2004,27.88755,CFK,Forest,For,August
2005,28.74975,CFK,Forest,For,August
2006,28.78325,CFK,Forest,For,August
2007,28.04985,CFK,Forest,For,August
2008,27.19995,CFK,Forest,For,August
2009,27.9665,CFK,Forest,For,August
2010,29.73315,CFK,Forest,For,August
2012,25.98315,CFK,Forest,For,August
2013,26.55005,CFK,Forest,For,August
2014,26.28315,CFK,Forest,For,August
2015,28.53325,CFK,Forest,For,August
2016,30.43355,CFK,Forest,For,August
2017,28.1416,CFK,Forest,For,August
2018,28.32505,CFK,Forest,For,August
Row Labels,CHL,CHL,Ag_No_Strat,Ag,August
1989,25.81065,CHL,Ag_No_Strat,Ag,August
1990,26.74308333,CHL,Ag_No_Strat,Ag,August
1991,25.2725,CHL,Ag_No_Strat,Ag,August
1992,23.641125,CHL,Ag_No_Strat,Ag,August
1993,27.677,CHL,Ag_No_Strat,Ag,August
1994,25.57325,CHL,Ag_No_Strat,Ag,August
1995,29.12775,CHL,Ag_No_Strat,Ag,August
1996,26.71675,CHL,Ag_No_Strat,Ag,August
1997,25.394375,CHL,Ag_No_Strat,Ag,August
1998,26.9685,CHL,Ag_No_Strat,Ag,August
1999,27.64025,CHL,Ag_No_Strat,Ag,August
2000,26.34625,CHL,Ag_No_Strat,Ag,August
2001,28.6105,CHL,Ag_No_Strat,Ag,August
2002,27.78475,CHL,Ag_No_Strat,Ag,August
2003,27.06125,CHL,Ag_No_Strat,Ag,August
2004,24.8645,CHL,Ag_No_Strat,Ag,August
2005,27.73658333,CHL,Ag_No_Strat,Ag,August
2006,27.95075,CHL,Ag_No_Strat,Ag,August
2007,26.97258333,CHL,Ag_No_Strat,Ag,August
2008,26.9,CHL,Ag_No_Strat,Ag,August
2009,26.21991667,CHL,Ag_No_Strat,Ag,August
2010,29.3225,CHL,Ag_No_Strat,Ag,August
2012,27.96925,CHL,Ag_No_Strat,Ag,August
2015,26.9055,CHL,Ag_No_Strat,Ag,August
1989,26.9216,CMR,Ag_No_Strat,Ag,August
1990,25.4159,CMR,Ag_No_Strat,Ag,August
1991,26.40573333,CMR,Ag_No_Strat,Ag,August
1992,24.7375,CMR,Ag_No_Strat,Ag,August
1993,26.63973333,CMR,Ag_No_Strat,Ag,August
1994,25.8548,CMR,Ag_No_Strat,Ag,August
1995,29.3916,CMR,Ag_No_Strat,Ag,August
1996,28.7148,CMR,Ag_No_Strat,Ag,August
1997,25.92693333,CMR,Ag_No_Strat,Ag,August
1998,27.2762,CMR,Ag_No_Strat,Ag,August
1999,26.8546,CMR,Ag_No_Strat,Ag,August
2000,26.5966,CMR,Ag_No_Strat,Ag,August
2001,28.9443,CMR,Ag_No_Strat,Ag,August
2002,28.2194,CMR,Ag_No_Strat,Ag,August
2003,28.791,CMR,Ag_No_Strat,Ag,August
2004,25.60573333,CMR,Ag_No_Strat,Ag,August
2005,29.559,CMR,Ag_No_Strat,Ag,August
2006,28.9226,CMR,Ag_No_Strat,Ag,August
2007,29.45,CMR,Ag_No_Strat,Ag,August
2008,27.3968,CMR,Ag_No_Strat,Ag,August
2009,27.06626667,CMR,Ag_No_Strat,Ag,August
2010,29.0796,CMR,Ag_No_Strat,Ag,August
2012,28.7828,CMR,Ag_No_Strat,Ag,August
2015,27.0842,CMR,Ag_No_Strat,Ag,August
2016,29.158,CMR,Ag_No_Strat,Ag,August
2017,26.5458,CMR,Ag_No_Strat,Ag,August
2018,27.0114,CMR,Ag_No_Strat,Ag,August
1989,26.75792778,CRR,Forest,For,August
