Year,Surface Water Temp,Reservoir,Watershed,Type,Month
1989,18.56945,BHR,Forest,For,May
1990,20.34055,BHR,Forest,For,May
1991,23.82651667,BHR,Forest,For,May
1992,20.26718333,BHR,Forest,For,May
1993,21.3561,BHR,Forest,For,May
1994,19.26213,BHR,Forest,For,May
1995,19.067525,BHR,Forest,For,May
1996,20.91299,BHR,Forest,For,May
1997,18.42835,BHR,Forest,For,May
1998,20.74725,BHR,Forest,For,May
1999,22.88565,BHR,Forest,For,May
2000,20.14685,BHR,Forest,For,May
2001,24.17978333,BHR,Forest,For,May
2002,18.07428333,BHR,Forest,For,May
2003,20.74685,BHR,Forest,For,May
2004,22.75538333,BHR,Forest,For,May
2005,20.8189,BHR,Forest,For,May
2006,19.175,BHR,Forest,For,May
2007,23.09785,BHR,Forest,For,May
2008,19.00885,BHR,Forest,For,May
2009,20.21495,BHR,Forest,For,May
2010,22.41495,BHR,Forest,For,May
2016,23.78445,BHR,Forest,For,May
2017,22.84685,BHR,Forest,For,May
2018,23.01758333,BHR,Forest,For,May
1989,19.30285,BRR,Ag_Strat,Ag,May
1990,17.103625,BRR,Ag_Strat,Ag,May
1991,22.638125,BRR,Ag_Strat,Ag,May
1992,20.69275,BRR,Ag_Strat,Ag,May
1993,21.22325,BRR,Ag_Strat,Ag,May
1994,19.287,BRR,Ag_Strat,Ag,May
1995,20.758875,BRR,Ag_Strat,Ag,May
1996,21.3155,BRR,Ag_Strat,Ag,May
1997,17.725,BRR,Ag_Strat,Ag,May
1998,23.13025,BRR,Ag_Strat,Ag,May
1999,22.05258333,BRR,Ag_Strat,Ag,May
2000,21.11666667,BRR,Ag_Strat,Ag,May
2001,23.26908333,BRR,Ag_Strat,Ag,May
2002,19.870875,BRR,Ag_Strat,Ag,May
2003,21.82755,BRR,Ag_Strat,Ag,May
2004,23.0815,BRR,Ag_Strat,Ag,May
2005,20.6875,BRR,Ag_Strat,Ag,May
2006,19.884,BRR,Ag_Strat,Ag,May
2007,22.9185,BRR,Ag_Strat,Ag,May
2008,18.910125,BRR,Ag_Strat,Ag,May
2009,20.5845,BRR,Ag_Strat,Ag,May
2016,20.85241667,BRR,Ag_Strat,Ag,May
2017,23.30158333,BRR,Ag_Strat,Ag,May
2018,24.993,BRR,Ag_Strat,Ag,May
1989,14.5847,BVR,Ag_Strat,Ag,May
1990,14.2331,BVR,Ag_Strat,Ag,May
1991,18.93217,BVR,Ag_Strat,Ag,May
1992,15.663,BVR,Ag_Strat,Ag,May
1993,12.6415,BVR,Ag_Strat,Ag,May
1994,15.2105,BVR,Ag_Strat,Ag,May
1995,15.8647,BVR,Ag_Strat,Ag,May
1996,14.4885,BVR,Ag_Strat,Ag,May
1997,14.51275,BVR,Ag_Strat,Ag,May
1998,21.2735,BVR,Ag_Strat,Ag,May
1999,18.1275,BVR,Ag_Strat,Ag,May
2000,18.59233,BVR,Ag_Strat,Ag,May
2001,19.2715,BVR,Ag_Strat,Ag,May
2002,14.985,BVR,Ag_Strat,Ag,May
2003,17.2645,BVR,Ag_Strat,Ag,May
2004,18.552,BVR,Ag_Strat,Ag,May
2005,15.88917,BVR,Ag_Strat,Ag,May
2006,17.55783,BVR,Ag_Strat,Ag,May
2007,19.7185,BVR,Ag_Strat,Ag,May
2008,16.64625,BVR,Ag_Strat,Ag,May
2009,19.24425,BVR,Ag_Strat,Ag,May
2010,17.6855,BVR,Ag_Strat,Ag,May
2016,16.1905,BVR,Ag_Strat,Ag,May
2017,17.95775,BVR,Ag_Strat,Ag,May
2018,21.0345,BVR,Ag_Strat,Ag,May
1989,14.8035,CBR,Ag_No_Strat,Ag,May
1990,16.2073,CBR,Ag_No_Strat,Ag,May
1991,17.97175,CBR,Ag_No_Strat,Ag,May
1992,15.3145,CBR,Ag_No_Strat,Ag,May
1993,16.6795,CBR,Ag_No_Strat,Ag,May
1994,15.37275,CBR,Ag_No_Strat,Ag,May
1995,15.69675,CBR,Ag_No_Strat,Ag,May
1996,14.73017,CBR,Ag_No_Strat,Ag,May
1997,13.88175,CBR,Ag_No_Strat,Ag,May
1998,20.406,CBR,Ag_No_Strat,Ag,May
1999,18.561,CBR,Ag_No_Strat,Ag,May
2000,18.4991,CBR,Ag_No_Strat,Ag,May
2001,19.3489,CBR,Ag_No_Strat,Ag,May
2002,16.2115,CBR,Ag_No_Strat,Ag,May
2003,17.3455,CBR,Ag_No_Strat,Ag,May
2004,18.582,CBR,Ag_No_Strat,Ag,May
2005,16.9075,CBR,Ag_No_Strat,Ag,May
2006,16.61517,CBR,Ag_No_Strat,Ag,May
2007,19.97217,CBR,Ag_No_Strat,Ag,May
2008,16.6705,CBR,Ag_No_Strat,Ag,May
2009,19.2135,CBR,Ag_No_Strat,Ag,May
2010,18.25575,CBR,Ag_No_Strat,Ag,May
2016,17.67717,CBR,Ag_No_Strat,Ag,May
2017,18.1985,CBR,Ag_No_Strat,Ag,May
2018,18.214,CBR,Ag_No_Strat,Ag,May
1989,15.93615,CCK,Ag_Strat,Ag,May
1990,15.39205,CCK,Ag_Strat,Ag,May
1991,19.93752,CCK,Ag_Strat,Ag,May
1992,16.8091,CCK,Ag_Strat,Ag,May
1993,18.28898,CCK,Ag_Strat,Ag,May
1994,15.87443,CCK,Ag_Strat,Ag,May
1995,16.42979,CCK,Ag_Strat,Ag,May
1996,16.79358,CCK,Ag_Strat,Ag,May
1997,15.06423,CCK,Ag_Strat,Ag,May
1998,20.60125,CCK,Ag_Strat,Ag,May
1999,20.04343,CCK,Ag_Strat,Ag,May
2000,18.88912,CCK,Ag_Strat,Ag,May
2001,20.14889,CCK,Ag_Strat,Ag,May
2002,17.48835,CCK,Ag_Strat,Ag,May
2003,17.31878,CCK,Ag_Strat,Ag,May
2004,20.10575,CCK,Ag_Strat,Ag,May
2006,17.65005,CCK,Ag_Strat,Ag,May
2007,20.93075,CCK,Ag_Strat,Ag,May
2008,16.97226,CCK,Ag_Strat,Ag,May
2009,20.18525,CCK,Ag_Strat,Ag,May
2010,17.89946,CCK,Ag_Strat,Ag,May
2012,21.24665,CCK,Ag_Strat,Ag,May
2016,17.3886,CCK,Ag_Strat,Ag,May
2017,18.79122,CCK,Ag_Strat,Ag,May
2018,18.83515,CCK,Ag_Strat,Ag,May
1989,16.7247,CFK,Forest,For,May
1990,19.2453,CFK,Forest,For,May
1991,22.8038,CFK,Forest,For,May
1992,19.55194,CFK,Forest,For,May
1993,20.4606,CFK,Forest,For,May
1994,18.1641,CFK,Forest,For,May
1995,18.91705,CFK,Forest,For,May
1996,20.11318,CFK,Forest,For,May
1997,17.8321,CFK,Forest,For,May
1998,22.1917,CFK,Forest,For,May
1999,21.8583,CFK,Forest,For,May
2000,20.51137,CFK,Forest,For,May
2001,21.76175,CFK,Forest,For,May
2002,19.1697,CFK,Forest,For,May
2003,21.2957,CFK,Forest,For,May
2004,21.43057,CFK,Forest,For,May
2005,21.7129,CFK,Forest,For,May
2006,21.29877,CFK,Forest,For,May
2007,22.4008,CFK,Forest,For,May
2008,18.1235,CFK,Forest,For,May
2009,21.9644,CFK,Forest,For,May
2010,21.8818,CFK,Forest,For,May
2016,19.5606,CFK,Forest,For,May
2017,21.125,CFK,Forest,For,May
2018,23.3462,CFK,Forest,For,May
1989,16.74176,CHL,Ag_No_Strat,Ag,May
1990,15.08016,CHL,Ag_No_Strat,Ag,May
1991,20.779,CHL,Ag_No_Strat,Ag,May
1992,17.57933,CHL,Ag_No_Strat,Ag,May
1993,17.16853,CHL,Ag_No_Strat,Ag,May
1994,17.5984,CHL,Ag_No_Strat,Ag,May
1995,16.5824,CHL,Ag_No_Strat,Ag,May
1996,16.319,CHL,Ag_No_Strat,Ag,May
1997,15.4407,CHL,Ag_No_Strat,Ag,May
1998,19.7072,CHL,Ag_No_Strat,Ag,May
1999,19.6556,CHL,Ag_No_Strat,Ag,May
2000,19.5428,CHL,Ag_No_Strat,Ag,May
2001,20.6766,CHL,Ag_No_Strat,Ag,May
2002,16.3742,CHL,Ag_No_Strat,Ag,May
2003,19.2226,CHL,Ag_No_Strat,Ag,May
2004,19.8186,CHL,Ag_No_Strat,Ag,May
2005,18.429,CHL,Ag_No_Strat,Ag,May
2006,17.617,CHL,Ag_No_Strat,Ag,May
2007,20.4354,CHL,Ag_No_Strat,Ag,May
2008,15.6072,CHL,Ag_No_Strat,Ag,May
2009,18.1968,CHL,Ag_No_Strat,Ag,May
2010,18.7202,CHL,Ag_No_Strat,Ag,May
2016,16.704,CHL,Ag_No_Strat,Ag,May
2017,18.81593,CHL,Ag_No_Strat,Ag,May
2018,19.263,CHL,Ag_No_Strat,Ag,May
1989,18.01748,CMR,Ag_No_Strat,Ag,May
1990,16.1098,CMR,Ag_No_Strat,Ag,May
1991,22.2264,CMR,Ag_No_Strat,Ag,May
1992,19.41447,CMR,Ag_No_Strat,Ag,May
1993,17.7862,CMR,Ag_No_Strat,Ag,May
1994,18.5255,CMR,Ag_No_Strat,Ag,May
1995,18.25132,CMR,Ag_No_Strat,Ag,May
1996,17.2986,CMR,Ag_No_Strat,Ag,May
1997,16.44393,CMR,Ag_No_Strat,Ag,May
1998,25.2182,CMR,Ag_No_Strat,Ag,May
1999,21.499,CMR,Ag_No_Strat,Ag,May
2000,20.152,CMR,Ag_No_Strat,Ag,May
2001,22.6548,CMR,Ag_No_Strat,Ag,May
2002,20.598,CMR,Ag_No_Strat,Ag,May
2003,19.2606,CMR,Ag_No_Strat,Ag,May
2004,20.0164,CMR,Ag_No_Strat,Ag,May
2005,20.1538,CMR,Ag_No_Strat,Ag,May
2006,18.399,CMR,Ag_No_Strat,Ag,May
2007,21.172,CMR,Ag_No_Strat,Ag,May
2008,17.5058,CMR,Ag_No_Strat,Ag,May
2009,20.853,CMR,Ag_No_Strat,Ag,May
2010,20.6962,CMR,Ag_No_Strat,Ag,May
2016,18.576,CMR,Ag_No_Strat,Ag,May
2017,20.0866,CMR,Ag_No_Strat,Ag,May
2018,21.6318,CMR,Ag_No_Strat,Ag,May
1989,15.89495,CRR,Forest,For,May
1990,17.71505,CRR,Forest,For,May
1991,21.2773,CRR,Forest,For,May
1992,19.03868,CRR,Forest,For,May
1993,19.14005,CRR,Forest,For,May
1994,17.60485,CRR,Forest,For,May
1995,17.82495,CRR,Forest,For,May
1996,18.42107,CRR,Forest,For,May
1997,16.29248,CRR,Forest,For,May
1998,21.74925,CRR,Forest,For,May
1999,21.4551,CRR,Forest,For,May
2000,20.42301,CRR,Forest,For,May
2001,21.75728,CRR,Forest,For,May
2002,18.59235,CRR,Forest,For,May
2003,18.86735,CRR,Forest,For,May
2004,21.68281,CRR,Forest,For,May
2005,17.82028,CRR,Forest,For,May
2006,19.58458,CRR,Forest,For,May
2007,20.95775,CRR,Forest,For,May
2008,17.85,CRR,Forest,For,May
2009,19.53508,CRR,Forest,For,May
2010,21.43215,CRR,Forest,For,May
2016,19.86491,CRR,Forest,For,May
2017,20.85162,CRR,Forest,For,May
2018,24.81455,CRR,Forest,For,May
1989,15.379725,EFR,Ag_Strat,Ag,May
1990,16.59415,EFR,Ag_Strat,Ag,May
1991,22.2434,EFR,Ag_Strat,Ag,May
1992,17.97335,EFR,Ag_Strat,Ag,May
1993,18.6533,EFR,Ag_Strat,Ag,May
1994,17.7835,EFR,Ag_Strat,Ag,May
1995,18.74717,EFR,Ag_Strat,Ag,May
1996,18.35755,EFR,Ag_Strat,Ag,May
1997,15.391275,EFR,Ag_Strat,Ag,May
1998,21.7019,EFR,Ag_Strat,Ag,May
1999,20.68868333,EFR,Ag_Strat,Ag,May
2000,19.72585,EFR,Ag_Strat,Ag,May
2001,20.420525,EFR,Ag_Strat,Ag,May
2002,18.86001,EFR,Ag_Strat,Ag,May
2003,19.46299444,EFR,Ag_Strat,Ag,May
2004,21.29491,EFR,Ag_Strat,Ag,May
2005,18.271475,EFR,Ag_Strat,Ag,May
2006,21.343875,EFR,Ag_Strat,Ag,May
2007,22.64718333,EFR,Ag_Strat,Ag,May
2008,18.864625,EFR,Ag_Strat,Ag,May
2009,21.56085,EFR,Ag_Strat,Ag,May
2010,20.77925,EFR,Ag_Strat,Ag,May
2012,22.80945,EFR,Ag_Strat,Ag,May
2016,19.34105,EFR,Ag_Strat,Ag,May
2017,20.55095,EFR,Ag_Strat,Ag,May
2018,21.7165,EFR,Ag_Strat,Ag,May
1989,18.28831,GRR,Ag_Strat,Ag,May
1990,16.212675,GRR,Ag_Strat,Ag,May
1991,21.015375,GRR,Ag_Strat,Ag,May
1993,19.48771667,GRR,Ag_Strat,Ag,May
1994,17.8581,GRR,Ag_Strat,Ag,May
1995,19.4804,GRR,Ag_Strat,Ag,May
1996,19.840375,GRR,Ag_Strat,Ag,May
1997,17.105575,GRR,Ag_Strat,Ag,May
1998,23.49495,GRR,Ag_Strat,Ag,May
1999,21.6365,GRR,Ag_Strat,Ag,May
2000,21.03231667,GRR,Ag_Strat,Ag,May
2001,22.23291,GRR,Ag_Strat,Ag,May
2002,19.76831,GRR,Ag_Strat,Ag,May
2003,19.74709,GRR,Ag_Strat,Ag,May
2004,22.5929,GRR,Ag_Strat,Ag,May
2005,20.694775,GRR,Ag_Strat,Ag,May
2006,20.42920714,GRR,Ag_Strat,Ag,May
2007,22.23841667,GRR,Ag_Strat,Ag,May
2008,18.81385,GRR,Ag_Strat,Ag,May
2009,20.495775,GRR,Ag_Strat,Ag,May
2010,20.95665,GRR,Ag_Strat,Ag,May
2016,21.23061,GRR,Ag_Strat,Ag,May
2017,21.54615,GRR,Ag_Strat,Ag,May
2018,23.35385,GRR,Ag_Strat,Ag,May
1989,15.62035,HTR,Ag_No_Strat,Ag,May
1990,16.92975,HTR,Ag_No_Strat,Ag,May
1991,19.36608333,HTR,Ag_No_Strat,Ag,May
1992,17.34675,HTR,Ag_No_Strat,Ag,May
1993,17.50039286,HTR,Ag_No_Strat,Ag,May
1995,15.36075,HTR,Ag_No_Strat,Ag,May
1996,13.83408333,HTR,Ag_No_Strat,Ag,May
1997,13.94908333,HTR,Ag_No_Strat,Ag,May
1998,22.50275,HTR,Ag_No_Strat,Ag,May
1999,18.75175,HTR,Ag_No_Strat,Ag,May
2000,18.26175,HTR,Ag_No_Strat,Ag,May
2001,19.94975,HTR,Ag_No_Strat,Ag,May
2002,15.54975,HTR,Ag_No_Strat,Ag,May
2003,14.90625,HTR,Ag_No_Strat,Ag,May
2004,19.6995,HTR,Ag_No_Strat,Ag,May
2005,18.8755,HTR,Ag_No_Strat,Ag,May
2006,18.07525,HTR,Ag_No_Strat,Ag,May
2007,19.4515,HTR,Ag_No_Strat,Ag,May
2008,16.47425,HTR,Ag_No_Strat,Ag,May
2009,18.70225,HTR,Ag_No_Strat,Ag,May
2010,19.5525,HTR,Ag_No_Strat,Ag,May
2016,16.7235,HTR,Ag_No_Strat,Ag,May
2018,23.05425,HTR,Ag_No_Strat,Ag,May
1989,16.4771,MNR,Forest,For,May
1990,15.9857,MNR,Forest,For,May
1991,21.90455,MNR,Forest,For,May
1992,18.60483333,MNR,Forest,For,May
1993,18.42663333,MNR,Forest,For,May
1994,17.9388,MNR,Forest,For,May
1995,18.4267,MNR,Forest,For,May
1996,17.56458,MNR,Forest,For,May
1997,16.43995,MNR,Forest,For,May
1998,20.7299,MNR,Forest,For,May
1999,19.8348,MNR,Forest,For,May
2000,19.32063333,MNR,Forest,For,May
2001,20.42955,MNR,Forest,For,May
2002,17.1654,MNR,Forest,For,May
2003,18.00682,MNR,Forest,For,May
2004,20.47465,MNR,Forest,For,May
2005,18.4452,MNR,Forest,For,May
2006,18.12803333,MNR,Forest,For,May
2007,21.0612,MNR,Forest,For,May
2008,16.93176667,MNR,Forest,For,May
2009,20.0355,MNR,Forest,For,May
2010,19.81603333,MNR,Forest,For,May
2016,19.03645,MNR,Forest,For,May
2017,18.50595,MNR,Forest,For,May
2018,20.07255,MNR,Forest,For,May
1989,14.92486,MSR,Ag_No_Strat,Ag,May
1990,14.1345,MSR,Ag_No_Strat,Ag,May
1991,18.74225,MSR,Ag_No_Strat,Ag,May
1992,15.9296,MSR,Ag_No_Strat,Ag,May
1993,16.5618,MSR,Ag_No_Strat,Ag,May
1994,16.96303333,MSR,Ag_No_Strat,Ag,May
1995,15.30894,MSR,Ag_No_Strat,Ag,May
1996,13.88807143,MSR,Ag_No_Strat,Ag,May
1997,13.31725,MSR,Ag_No_Strat,Ag,May
1998,21.3771,MSR,Ag_No_Strat,Ag,May
1999,18.2595,MSR,Ag_No_Strat,Ag,May
2000,18.66843333,MSR,Ag_No_Strat,Ag,May
2001,17.7116,MSR,Ag_No_Strat,Ag,May
2002,12.0493,MSR,Ag_No_Strat,Ag,May
2003,17.2317,MSR,Ag_No_Strat,Ag,May
2004,18.9141,MSR,Ag_No_Strat,Ag,May
2005,14.89776667,MSR,Ag_No_Strat,Ag,May
2006,17.05,MSR,Ag_No_Strat,Ag,May
2007,20.1197,MSR,Ag_No_Strat,Ag,May
2008,15.6986,MSR,Ag_No_Strat,Ag,May
2009,18.2236,MSR,Ag_No_Strat,Ag,May
2010,17.8148,MSR,Ag_No_Strat,Ag,May
2016,16.8986,MSR,Ag_No_Strat,Ag,May
2018,19.66936667,MSR,Ag_No_Strat,Ag,May
1989,19.58343,NRR,Ag_No_Strat,Ag,May
1990,17.211775,NRR,Ag_No_Strat,Ag,May
1991,21.877375,NRR,Ag_No_Strat,Ag,May
1992,20.26811667,NRR,Ag_No_Strat,Ag,May
1993,20.43065,NRR,Ag_No_Strat,Ag,May
1994,18.83601667,NRR,Ag_No_Strat,Ag,May
1995,17.450725,NRR,Ag_No_Strat,Ag,May
1996,17.89535,NRR,Ag_No_Strat,Ag,May
1997,14.26095,NRR,Ag_No_Strat,Ag,May
1998,17.4469,NRR,Ag_No_Strat,Ag,May
1999,22.39176429,NRR,Ag_No_Strat,Ag,May
2000,20.65351,NRR,Ag_No_Strat,Ag,May
2001,22.67752778,NRR,Ag_No_Strat,Ag,May
2002,19.44467,NRR,Ag_No_Strat,Ag,May
2003,21.09845,NRR,Ag_No_Strat,Ag,May
2004,21.69029,NRR,Ag_No_Strat,Ag,May
2005,20.564775,NRR,Ag_No_Strat,Ag,May
2006,20.47343,NRR,Ag_No_Strat,Ag,May
2007,22.23381667,NRR,Ag_No_Strat,Ag,May
2008,18.752375,NRR,Ag_No_Strat,Ag,May
2009,20.563325,NRR,Ag_No_Strat,Ag,May
2010,21.5562,NRR,Ag_No_Strat,Ag,May
2016,21.24208333,NRR,Ag_No_Strat,Ag,May
2017,20.60365,NRR,Ag_No_Strat,Ag,May
2018,22.26301667,NRR,Ag_No_Strat,Ag,May
1989,17.43715,PRR,Forest,For,May
1990,16.82905,PRR,Forest,For,May
1991,21.99525,PRR,Forest,For,May
1992,17.99745,PRR,Forest,For,May
1993,17.14111667,PRR,Forest,For,May
1994,18.866425,PRR,Forest,For,May
1995,20.3063,PRR,Forest,For,May
1996,17.72761667,PRR,Forest,For,May
1997,16.849175,PRR,Forest,For,May
1998,23.05145,PRR,Forest,For,May
1999,20.1467,PRR,Forest,For,May
2000,20.353825,PRR,Forest,For,May
2001,22.29635,PRR,Forest,For,May
2002,19.49525,PRR,Forest,For,May
2003,18.9562,PRR,Forest,For,May
2004,21.8219,PRR,Forest,For,May
2005,20.06715,PRR,Forest,For,May
2006,18.828825,PRR,Forest,For,May
2007,21.23891667,PRR,Forest,For,May
2008,17.41715,PRR,Forest,For,May
2009,20.15905,PRR,Forest,For,May
2010,23.099175,PRR,Forest,For,May
2016,17.25475,PRR,Forest,For,May
2017,21.0845,PRR,Forest,For,May
2018,22.3095,PRR,Forest,For,May
1989,18.93288,RRR,Ag_Strat,Ag,May
1990,17.4049,RRR,Ag_Strat,Ag,May
1991,22.4515,RRR,Ag_Strat,Ag,May
1992,19.69626667,RRR,Ag_Strat,Ag,May
1993,20.7943,RRR,Ag_Strat,Ag,May
1994,20.4832,RRR,Ag_Strat,Ag,May
1995,20.6273,RRR,Ag_Strat,Ag,May
1996,21.21048,RRR,Ag_Strat,Ag,May
1997,18.575,RRR,Ag_Strat,Ag,May
1998,22.178,RRR,Ag_Strat,Ag,May
1999,23.5568,RRR,Ag_Strat,Ag,May
2000,20.3144,RRR,Ag_Strat,Ag,May
2001,23.3644,RRR,Ag_Strat,Ag,May
2002,20.46946667,RRR,Ag_Strat,Ag,May
2003,21.1038,RRR,Ag_Strat,Ag,May
2004,22.3528,RRR,Ag_Strat,Ag,May
2005,21.4106,RRR,Ag_Strat,Ag,May
2006,20.6644,RRR,Ag_Strat,Ag,May
2007,22.5772,RRR,Ag_Strat,Ag,May
2008,19.17093333,RRR,Ag_Strat,Ag,May
2009,21.3652,RRR,Ag_Strat,Ag,May
2010,22.36,RRR,Ag_Strat,Ag,May
2016,21.9448,RRR,Ag_Strat,Ag,May
2017,22.976,RRR,Ag_Strat,Ag,May
2018,24.2007,RRR,Ag_Strat,Ag,May
1989,15.48925,SRR,Ag_No_Strat,Ag,May
1990,15.23165,SRR,Ag_No_Strat,Ag,May
1991,19.41160714,SRR,Ag_No_Strat,Ag,May
1992,16.5855,SRR,Ag_No_Strat,Ag,May
1993,17.947,SRR,Ag_No_Strat,Ag,May
1994,14.79946429,SRR,Ag_No_Strat,Ag,May
1995,15.11715,SRR,Ag_No_Strat,Ag,May
1996,15.16045,SRR,Ag_No_Strat,Ag,May
1997,13.5345,SRR,Ag_No_Strat,Ag,May
1998,22.19325,SRR,Ag_No_Strat,Ag,May
1999,18.34325,SRR,Ag_No_Strat,Ag,May
2000,19.08058333,SRR,Ag_No_Strat,Ag,May
2001,20.72425,SRR,Ag_No_Strat,Ag,May
2002,15.203,SRR,Ag_No_Strat,Ag,May
2003,18.1045,SRR,Ag_No_Strat,Ag,May
2004,18.7825,SRR,Ag_No_Strat,Ag,May
2005,16.647,SRR,Ag_No_Strat,Ag,May
2006,18.2235,SRR,Ag_No_Strat,Ag,May
2007,19.59925,SRR,Ag_No_Strat,Ag,May
2008,16.27875,SRR,Ag_No_Strat,Ag,May
2009,18.23025,SRR,Ag_No_Strat,Ag,May
2010,18.2325,SRR,Ag_No_Strat,Ag,May
2016,16.1045,SRR,Ag_No_Strat,Ag,May
2017,16.71591667,SRR,Ag_No_Strat,Ag,May
2018,19.73308333,SRR,Ag_No_Strat,Ag,May
1989,17.18174,TAR,Ag_Strat,Ag,May
1990,17.5287,TAR,Ag_Strat,Ag,May
1991,21.5777,TAR,Ag_Strat,Ag,May
1992,19.54423333,TAR,Ag_Strat,Ag,May
1993,20.42683333,TAR,Ag_Strat,Ag,May
1994,19.10086,TAR,Ag_Strat,Ag,May
1995,19.2076,TAR,Ag_Strat,Ag,May
1996,20.244,TAR,Ag_Strat,Ag,May
1997,16.57445,TAR,Ag_Strat,Ag,May
1998,22.8032,TAR,Ag_Strat,Ag,May
1999,21.49706667,TAR,Ag_Strat,Ag,May
2000,20.4156,TAR,Ag_Strat,Ag,May
2001,23.63696667,TAR,Ag_Strat,Ag,May
2002,18.3739,TAR,Ag_Strat,Ag,May
2003,18.6744,TAR,Ag_Strat,Ag,May
2004,22.01305,TAR,Ag_Strat,Ag,May
2005,20.26355,TAR,Ag_Strat,Ag,May
2006,19.00105,TAR,Ag_Strat,Ag,May
2007,21.62096667,TAR,Ag_Strat,Ag,May
2008,18.74945,TAR,Ag_Strat,Ag,May
2009,21.37346,TAR,Ag_Strat,Ag,May
2010,22.27985,TAR,Ag_Strat,Ag,May
2012,25.41955,TAR,Ag_Strat,Ag,May
2016,20.3304,TAR,Ag_Strat,Ag,May
2017,21.61376667,TAR,Ag_Strat,Ag,May
2018,23.51376667,TAR,Ag_Strat,Ag,May
1989,24.6643,BHR,Forest,For,June
1990,24.5,BHR,Forest,For,June
1991,26.6232,BHR,Forest,For,June
1992,23.2697,BHR,Forest,For,June
1993,25.41624,BHR,Forest,For,June
1994,28.0161,BHR,Forest,For,June
1995,25.4634,BHR,Forest,For,June
1996,26.1741,BHR,Forest,For,June
1997,23.4473,BHR,Forest,For,June
1998,27.0142,BHR,Forest,For,June
1999,26.7848,BHR,Forest,For,June
2000,27.2206,BHR,Forest,For,June
2001,24.8696,BHR,Forest,For,June
2002,28.5168,BHR,Forest,For,June
2003,23.8143,BHR,Forest,For,June
2004,27.00506667,BHR,Forest,For,June
2005,26.108,BHR,Forest,For,June
2006,25.983,BHR,Forest,For,June
2007,25.842,BHR,Forest,For,June
2008,26.8258,BHR,Forest,For,June
2009,26.5232,BHR,Forest,For,June
2010,27.0056,BHR,Forest,For,June
2016,27.2706,BHR,Forest,For,June
2017,25.56,BHR,Forest,For,June
2018,26.9688,BHR,Forest,For,June
1989,26.0625,BRR,Ag_Strat,Ag,June
1990,24.996,BRR,Ag_Strat,Ag,June
1991,27.242,BRR,Ag_Strat,Ag,June
1992,23.687,BRR,Ag_Strat,Ag,June
1993,26.09908333,BRR,Ag_Strat,Ag,June
1994,26.854,BRR,Ag_Strat,Ag,June
1995,26.125,BRR,Ag_Strat,Ag,June
1996,25.817,BRR,Ag_Strat,Ag,June
1997,23.341,BRR,Ag_Strat,Ag,June
1998,26.12005,BRR,Ag_Strat,Ag,June
1999,26.62685,BRR,Ag_Strat,Ag,June
2000,26.33295,BRR,Ag_Strat,Ag,June
2001,25.912875,BRR,Ag_Strat,Ag,June
2002,27.01685,BRR,Ag_Strat,Ag,June
2003,23.92525,BRR,Ag_Strat,Ag,June
2004,26.63666667,BRR,Ag_Strat,Ag,June
2005,26.69365,BRR,Ag_Strat,Ag,June
2006,26.05825,BRR,Ag_Strat,Ag,June
2007,26.996,BRR,Ag_Strat,Ag,June
2008,26.22325,BRR,Ag_Strat,Ag,June
2009,26.65558333,BRR,Ag_Strat,Ag,June
2010,28.68241667,BRR,Ag_Strat,Ag,June
2015,26.39875,BRR,Ag_Strat,Ag,June
2016,27.59075,BRR,Ag_Strat,Ag,June
2017,26.1495,BRR,Ag_Strat,Ag,June
2018,27.76625,BRR,Ag_Strat,Ag,June
1989,23.88408333,BVR,Ag_Strat,Ag,June
1990,19.150375,BVR,Ag_Strat,Ag,June
1991,26.76685,BVR,Ag_Strat,Ag,June
1992,18.06255,BVR,Ag_Strat,Ag,June
1994,24.44531667,BVR,Ag_Strat,Ag,June
1995,23.69045,BVR,Ag_Strat,Ag,June
1996,23.46498333,BVR,Ag_Strat,Ag,June
1997,20.29781667,BVR,Ag_Strat,Ag,June
1998,22.8147,BVR,Ag_Strat,Ag,June
1999,24.17965,BVR,Ag_Strat,Ag,June
2000,24.49265,BVR,Ag_Strat,Ag,June
2001,24.58358333,BVR,Ag_Strat,Ag,June
2002,24.76307,BVR,Ag_Strat,Ag,June
2003,20.81935,BVR,Ag_Strat,Ag,June
2004,24.65368333,BVR,Ag_Strat,Ag,June
2005,24.40368333,BVR,Ag_Strat,Ag,June
2006,24.81005,BVR,Ag_Strat,Ag,June
2007,25.2456,BVR,Ag_Strat,Ag,June
2008,24.030525,BVR,Ag_Strat,Ag,June
2009,24.851825,BVR,Ag_Strat,Ag,June
2010,25.71985,BVR,Ag_Strat,Ag,June
2012,25.79345,BVR,Ag_Strat,Ag,June
2016,24.6544,BVR,Ag_Strat,Ag,June
2017,23.5912,BVR,Ag_Strat,Ag,June
2018,27.58895,BVR,Ag_Strat,Ag,June
1989,22.99035,CBR,Ag_No_Strat,Ag,June
1990,20.20175,CBR,Ag_No_Strat,Ag,June
1991,24.982675,CBR,Ag_No_Strat,Ag,June
1992,20.29541667,CBR,Ag_No_Strat,Ag,June
1993,21.974925,CBR,Ag_No_Strat,Ag,June
1994,24.1299,CBR,Ag_No_Strat,Ag,June
1995,21.99579,CBR,Ag_No_Strat,Ag,June
1996,21.36081667,CBR,Ag_No_Strat,Ag,June
1997,19.8731,CBR,Ag_No_Strat,Ag,June
